id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0808,Ecuador,,O,Centro Histórico,Lima,NA,5,,Barco
V0809,México,58,F,Cusco Ciudad,Cusco,2024-12-11,9,,Avión
V0810,México,,M,Machu Picchu,Cusco,,9,,Auto
V0811,USA,,M,Iquitos,Loreto,2025-09-03,4,3163.86,Bus
V0812,Perú,,O,Chan Chan,La Libertad,2024-04-04,5,,Auto
V0813,Perú,,M,Cusco Ciudad,Cusco,NA,,,Barco
V0814,Perú,,,Iquitos,Loreto,2024-10-01,3,,Bus
V0815,México,,,Miraflores,Lima,2025-08-14,13,,Barco
V0816,Colombia,15,,Chan Chan,La Libertad,2024-09-10,,766.48,
V0817,Ecuador,,O,Iquitos,Loreto,NA,1,,Bus
V0818,Brasil,,,Miraflores,Lima,,6,,Bus
V0819,Perú,,,Huacachina,Ica,NA,6,3158.38,Tren
V0820,Perú,33,O,Valle del Colca,Arequipa,2024-02-22,14,979.52,Avión
V0821,Argentina,,,Chan Chan,La Libertad,NA,9,165.0,
V0822,Alemania,,O,Lago Titicaca,Puno,NA,14,,Auto
V0823,Perú,,O,Iquitos,Loreto,,,4276.75,Tren
V0824,México,18,F,Lago Titicaca,Puno,2024-02-08,,3741.52,Auto
V0825,Brasil,,,Valle del Colca,Arequipa,,2,4056.69,Bus
V0826,Colombia,,F,Valle del Colca,Arequipa,NA,13,3724.88,Auto
V0827,Argentina,31,F,Chan Chan,La Libertad,2025-04-15,,2593.54,
V0828,Argentina,,O,Iquitos,Loreto,2024-06-26,,4766.88,Barco
V0829,Ecuador,74,F,Valle del Colca,Arequipa,2025-12-27,,,Bus
V0830,Colombia,,,Chan Chan,La Libertad,,,,Tren
V0831,Perú,67,O,Huacachina,Ica,,,,NA
V0832,Perú,30,,Valle del Colca,Arequipa,2024-05-02,8,1419.62,Bus
V0833,España,,F,Chan Chan,La Libertad,2025-04-10,,,Tren
V0834,Ecuador,,O,Valle del Colca,Arequipa,,11,786.82,Auto
V0835,Alemania,46,,Miraflores,Lima,2025-09-02,,3965.91,Barco
V0836,Francia,72,O,Huacachina,Ica,NA,7,,Avión
V0837,Perú,38,M,Lago Titicaca,Puno,,,,Avión
V0838,Bolivia,,,Miraflores,Lima,,2,,Bus
V0839,Colombia,,,Iquitos,Loreto,,13,,
V0840,Chile,,O,Cusco Ciudad,Cusco,NA,2,935.43,NA
V0841,Perú,17,,Huacachina,Ica,NA,,2286.29,
V0842,Francia,,F,Huacachina,Ica,NA,4,,Barco
V0843,Ecuador,,O,Lago Titicaca,Puno,2024-06-14,3,3345.73,
V0844,Francia,,,Huacachina,Ica,NA,,835.02,Auto
V0845,USA,,M,Centro Histórico,Lima,2024-09-20,,,NA
V0846,Alemania,,,Lago Titicaca,Puno,2024-11-27,,,Tren
V0847,Perú,,,Miraflores,Lima,,,3561.83,Auto
V0848,Perú,,,Lago Titicaca,Puno,NA,,,NA
V0849,Argentina,60,F,Valle del Colca,Arequipa,,,2775.44,Tren
V0850,Ecuador,70,,Iquitos,Loreto,,6,1520.53,Bus
V0851,México,,,Centro Histórico,Lima,NA,8,,NA
V0852,Alemania,34,,Chan Chan,La Libertad,NA,6,4673.13,NA
V0852,Alemania,34,,Chan Chan,La Libertad,NA,6,4673.13,NA
V0853,Colombia,54,F,Chan Chan,La Libertad,NA,,,Auto
V0854,México,,,Machu Picchu,Cusco,,5,3356.74,Tren
V0855,Perú,40,O,Valle del Colca,Arequipa,2024-04-17,,1337.9,
V0856,Perú,,M,Valle del Colca,Arequipa,,12,4604.48,
V0857,Perú,,,Valle del Colca,Arequipa,2024-04-06,,996.76,Avión
V0858,Alemania,,O,Chan Chan,La Libertad,NA,,,Avión
V0859,México,,M,Huacachina,Ica,2025-02-04,,107.27,NA
V0860,USA,,,Huacachina,Ica,NA,3,166.09,
V0861,Perú,57,M,Iquitos,Loreto,2024-10-31,4,,Auto
V0862,Perú,61,O,Chan Chan,La Libertad,,,1313.2,Avión
V0863,Argentina,,O,Chan Chan,La Libertad,NA,2,,Tren
V0864,Perú,,O,Centro Histórico,Lima,2025-10-29,6,2237.0,Auto
V0865,Chile,,O,Cusco Ciudad,Cusco,NA,8,,NA
V0866,Chile,,,Lago Titicaca,Puno,2025-02-10,,,NA
V0867,México,,,Lago Titicaca,Puno,2025-03-23,,,Tren
V0868,Colombia,,,Lago Titicaca,Puno,2025-09-16,,4140.34,Tren
V0869,Perú,57,O,Huacachina,Ica,,10,1114.16,Barco
V0870,Perú,73,M,Huacachina,Ica,2024-04-03,,807.78,NA
V0871,Brasil,,,Iquitos,Loreto,NA,7,4764.73,Auto
V0872,España,62,M,Valle del Colca,Arequipa,NA,,774.67,Bus
V0873,México,,,Valle del Colca,Arequipa,2024-12-10,,,Bus
V0874,Chile,,O,Machu Picchu,Cusco,NA,,2669.26,Bus
V0875,Perú,,,Iquitos,Loreto,NA,,4000.09,
V0876,México,36,O,Machu Picchu,Cusco,NA,,3365.69,
V0877,Brasil,,M,Miraflores,Lima,2025-10-23,11,2381.84,
V0878,Perú,,,Huacachina,Ica,2024-12-16,,4284.65,Bus
V0879,Perú,,,Cusco Ciudad,Cusco,NA,5,4026.46,Avión
V0880,Alemania,,,Iquitos,Loreto,2025-03-29,2,,Avión
V0881,Brasil,,M,Lago Titicaca,Puno,,11,1244.17,Tren
V0882,Perú,60,F,Lago Titicaca,Puno,NA,5,4682.34,Avión
V0883,Perú,,M,Valle del Colca,Arequipa,,,,
V0884,Perú,,,Huacachina,Ica,NA,,2346.24,Avión
V0885,Brasil,,,Iquitos,Loreto,NA,,,NA
V0886,Ecuador,,,Cusco Ciudad,Cusco,2024-08-13,,3983.09,NA
V0887,Bolivia,36,O,Lago Titicaca,Puno,2024-12-14,7,,Avión
V0888,Colombia,,,Chan Chan,La Libertad,NA,10,352.2,
V0889,Perú,,M,Lago Titicaca,Puno,NA,9,,Avión
V0890,Francia,,,Lago Titicaca,Puno,2025-05-25,,,Barco
V0891,Argentina,,,Valle del Colca,Arequipa,,,4862.88,Avión
V0892,Ecuador,32,,Iquitos,Loreto,NA,,4507.76,Avión
V0893,Perú,70,,Lago Titicaca,Puno,2025-09-07,13,2115.45,Barco
V0894,Perú,,,Iquitos,Loreto,2024-05-29,8,,Avión
V0895,España,,,Lago Titicaca,Puno,2025-09-22,,,Tren
V0896,Perú,,,Lago Titicaca,Puno,NA,,,NA
V0897,Perú,,,Iquitos,Loreto,,11,,Auto
V0898,Chile,62,,Chan Chan,La Libertad,2025-11-03,,,
V0899,México,,F,Iquitos,Loreto,2024-11-29,,4596.26,Bus
V0900,Argentina,60,,Valle del Colca,Arequipa,NA,9,3914.13,Avión
V0901,Argentina,22,,Chan Chan,La Libertad,NA,7,,NA
V0902,Perú,20,,Iquitos,Loreto,2025-05-16,,1640.43,Tren
V0903,Argentina,,O,Miraflores,Lima,NA,,,NA
V0904,México,52,,Lago Titicaca,Puno,NA,,3644.09,Bus
V0905,México,,O,Centro Histórico,Lima,NA,4,,Tren
V0906,Argentina,18,M,Huacachina,Ica,,10,1198.82,Bus
V0907,Perú,,F,Huacachina,Ica,,,,Avión
V0908,México,31,M,Chan Chan,La Libertad,,13,,Tren
V0909,Alemania,,,Chan Chan,La Libertad,NA,,4899.71,NA
V0910,México,,,Huacachina,Ica,NA,,,Barco
V0911,Perú,39,F,Iquitos,Loreto,NA,6,2458.36,Barco
V0912,Perú,34,F,Chan Chan,La Libertad,NA,,,
V0913,México,,,Chan Chan,La Libertad,NA,11,,Tren
V0914,Colombia,,,Valle del Colca,Arequipa,NA,,,Auto
V0915,Colombia,45,,Huacachina,Ica,NA,,,Barco
V0916,México,,O,Valle del Colca,Arequipa,,6,4357.85,Tren
V0917,Ecuador,36,,Lago Titicaca,Puno,NA,8,1926.46,Avión
V0918,Perú,46,,Iquitos,Loreto,NA,,660.38,Avión
V0919,Perú,,,Iquitos,Loreto,2025-10-11,,,
V0920,México,,O,Miraflores,Lima,2024-02-14,1,,Barco
V0921,México,,F,Lago Titicaca,Puno,2025-09-21,,2440.93,Auto
V0922,Brasil,,M,Iquitos,Loreto,,,4403.42,Tren
V0923,Perú,57,,Chan Chan,La Libertad,NA,4,,Tren
V0924,Perú,74,,Cusco Ciudad,Cusco,,1,4298.46,Auto
V0925,Ecuador,53,F,Valle del Colca,Arequipa,2024-12-08,,2713.13,Barco
V0926,Chile,,O,Machu Picchu,Cusco,NA,,,Tren
V0927,Perú,72,F,Lago Titicaca,Puno,,,3006.16,Barco
V0928,Perú,,M,Valle del Colca,Arequipa,NA,,2359.13,Avión
V0929,Perú,,,Iquitos,Loreto,,,2917.77,NA
V0930,México,,O,Lago Titicaca,Puno,NA,14,,Tren
V0931,Argentina,,,Centro Histórico,Lima,,,,Barco
V0932,Argentina,,,Valle del Colca,Arequipa,2024-02-07,2,1757.93,Bus
V0933,Brasil,,,Cusco Ciudad,Cusco,,14,,Avión
V0934,Colombia,,,Iquitos,Loreto,NA,10,,Avión
V0935,Perú,,O,Iquitos,Loreto,,,1097.9,
V0936,Ecuador,,O,Centro Histórico,Lima,2024-03-05,12,,NA
V0937,Perú,39,M,Miraflores,Lima,2025-04-18,,,Tren
V0938,México,,M,Cusco Ciudad,Cusco,,,2177.0,Bus
V0939,México,,,Iquitos,Loreto,,11,,Avión
V0940,Colombia,,O,Huacachina,Ica,,,,Barco
V0941,México,,M,Lago Titicaca,Puno,NA,,,Bus
V0942,Perú,,O,Valle del Colca,Arequipa,2025-01-16,8,,Avión
V0943,Argentina,,,Miraflores,Lima,NA,2,,Auto
V0944,México,21,M,Miraflores,Lima,2024-06-29,,,Auto
V0945,Brasil,,O,Centro Histórico,Lima,,,342.77,Auto
V0946,Chile,47,,Lago Titicaca,Puno,NA,5,2261.38,Auto
V0947,Perú,,M,Valle del Colca,Arequipa,,6,418.06,NA
V0948,Chile,,M,Valle del Colca,Arequipa,NA,,4621.17,
V0949,Argentina,44,O,Huacachina,Ica,,,2659.01,Barco
V0950,Perú,,O,Centro Histórico,Lima,2025-01-27,,,Tren
V0951,Perú,,O,Chan Chan,La Libertad,,,1190.71,Tren
V0952,México,69,,Iquitos,Loreto,,3,3472.96,
V0953,Perú,,O,Miraflores,Lima,,,978.71,
V0954,Colombia,,M,Valle del Colca,Arequipa,,,233.38,NA
V0955,Argentina,,M,Chan Chan,La Libertad,2024-08-31,,456.14,Auto
V0956,Argentina,,F,Miraflores,Lima,2024-05-22,6,,Bus
V0957,Perú,,,Machu Picchu,Cusco,2025-05-18,7,,Barco
V0958,Ecuador,,,Huacachina,Ica,2025-08-31,,2034.23,Barco
V0959,Colombia,,,Cusco Ciudad,Cusco,,9,,Bus
V0960,USA,,,Miraflores,Lima,2024-08-18,,,Barco
V0961,Alemania,,,Iquitos,Loreto,,7,4106.31,Tren
V0962,Chile,23,F,Miraflores,Lima,2024-02-12,11,,Avión
V0963,Ecuador,,F,Valle del Colca,Arequipa,,,501.49,
V0964,Perú,60,O,Centro Histórico,Lima,NA,,,NA
V0965,Colombia,,,Cusco Ciudad,Cusco,NA,10,,
V0966,Perú,,M,Miraflores,Lima,NA,6,2737.24,Auto
V0967,Perú,,M,Iquitos,Loreto,,4,,Bus
V0968,España,,F,Lago Titicaca,Puno,,4,,Avión
V0969,Brasil,,O,Miraflores,Lima,NA,4,,
V0970,Ecuador,,,Iquitos,Loreto,2025-06-24,3,,
V0971,Perú,,,Centro Histórico,Lima,,,,Tren
V0972,Perú,,,Chan Chan,La Libertad,,,,Auto
V0973,México,21,,Chan Chan,La Libertad,NA,,2459.06,Barco
V0974,Chile,25,F,Iquitos,Loreto,NA,,,Bus
V0975,Ecuador,48,O,Lago Titicaca,Puno,2024-06-28,,,Barco
V0976,Brasil,,O,Machu Picchu,Cusco,2025-09-29,9,,Tren
V0977,Perú,,,Lago Titicaca,Puno,2025-12-09,,1590.36,Avión
V0978,Chile,,,Miraflores,Lima,NA,,,NA
V0979,Ecuador,,,Centro Histórico,Lima,,,,Barco
V0980,Perú,,O,Valle del Colca,Arequipa,,,,Auto
V0981,Perú,,,Valle del Colca,Arequipa,,2,,NA
V0982,Perú,,M,Huacachina,Ica,NA,,1205.19,Bus
V0983,Chile,,,Huacachina,Ica,2024-11-24,13,,Bus
V0984,Chile,39,F,Miraflores,Lima,NA,3,,Auto
V0985,Perú,37,F,Machu Picchu,Cusco,,13,,Auto
V0986,Perú,,,Iquitos,Loreto,,3,,Auto
V0987,México,32,M,Cusco Ciudad,Cusco,,,,
V0988,Perú,17,F,Chan Chan,La Libertad,NA,5,,
V0989,Chile,,M,Chan Chan,La Libertad,NA,,,
V0990,Francia,,,Huacachina,Ica,,7,,Auto
V0991,USA,,,Iquitos,Loreto,NA,12,4317.6,Avión
V0992,Argentina,,F,Chan Chan,La Libertad,,2,2921.2,Auto
V0993,Colombia,,O,Chan Chan,La Libertad,NA,,1009.84,Barco
V0994,Alemania,58,,Iquitos,Loreto,NA,,2682.51,NA
V0995,Perú,,,Machu Picchu,Cusco,2025-11-09,4,,Avión
V0996,México,17,,Valle del Colca,Arequipa,2025-01-15,11,1219.81,NA
V0997,México,,,Huacachina,Ica,2025-02-19,6,2041.07,Barco
V0998,Colombia,38,O,Huacachina,Ica,NA,2,,Barco
V0999,USA,36,,Iquitos,Loreto,2025-12-22,,479.58,Tren
V1000,México,,,Huacachina,Ica,,,3786.56,Barco
V1001,Argentina,,F,Iquitos,Loreto,NA,3,,Bus
V1002,Francia,,,Chan Chan,La Libertad,NA,,2134.08,Barco
V1003,Perú,17,,Iquitos,Loreto,,,,Bus
V1004,Chile,24,F,Valle del Colca,Arequipa,2024-01-08,14,2583.17,NA
V1005,Perú,36,,Cusco Ciudad,Cusco,2025-07-22,,913.06,Barco
V1006,México,,O,Cusco Ciudad,Cusco,NA,7,,
V1007,Perú,72,O,Iquitos,Loreto,,,3682.05,NA
V1008,Brasil,60,M,Lago Titicaca,Puno,NA,,,Barco
V1009,Chile,,O,Miraflores,Lima,,,365.49,Avión
V1010,Argentina,,,Iquitos,Loreto,NA,12,2546.56,Barco
V1011,Perú,15,O,Chan Chan,La Libertad,2025-08-20,,2460.66,NA
V1012,Perú,30,O,Huacachina,Ica,NA,13,,Tren
V1013,Perú,50,M,Lago Titicaca,Puno,NA,7,4210.57,Avión
V1014,Perú,21,,Huacachina,Ica,,7,4413.83,Avión
V1015,Argentina,,O,Huacachina,Ica,NA,3,3059.04,Tren
V1016,Perú,74,,Chan Chan,La Libertad,NA,,,Barco
V1017,Colombia,25,,Iquitos,Loreto,2025-05-19,,,Barco
V1018,México,,O,Cusco Ciudad,Cusco,NA,,3848.62,
V1019,Perú,,O,Chan Chan,La Libertad,NA,8,,Tren
V1020,Argentina,,F,Cusco Ciudad,Cusco,NA,,,Tren
V1021,Perú,,F,Iquitos,Loreto,2024-01-20,7,3989.88,Auto
V1022,Perú,,F,Huacachina,Ica,NA,1,,Barco
V1023,Perú,,,Lago Titicaca,Puno,2024-07-02,,,Barco
V1024,Alemania,,O,Iquitos,Loreto,,,,Bus
V1025,México,,M,Machu Picchu,Cusco,2024-10-29,13,4394.39,Tren
V1026,México,,M,Iquitos,Loreto,NA,,,Auto
V1027,Perú,,O,Iquitos,Loreto,2025-03-01,3,,Barco
V1028,USA,75,,Lago Titicaca,Puno,,,,NA
V1029,Perú,,,Chan Chan,La Libertad,2024-01-02,4,2790.58,
V1030,Colombia,,M,Iquitos,Loreto,NA,12,334.67,Auto
V1031,México,21,F,Chan Chan,La Libertad,NA,,1351.25,Tren
V1032,Colombia,,M,Valle del Colca,Arequipa,NA,6,2395.71,
V1033,Ecuador,,F,Miraflores,Lima,2025-08-23,,2998.27,NA
V1034,Perú,,,Valle del Colca,Arequipa,2024-09-07,,,Auto
V1035,Perú,,M,Lago Titicaca,Puno,NA,2,3741.75,Avión
V1036,Perú,,M,Huacachina,Ica,,,3653.49,Avión
V1037,Colombia,38,M,Lago Titicaca,Puno,,5,,Bus
V1038,Colombia,,F,Valle del Colca,Arequipa,2025-12-26,6,,Avión
V1039,Perú,,,Iquitos,Loreto,NA,,2308.44,
V1040,Perú,,,Cusco Ciudad,Cusco,NA,,,Barco
V1041,Argentina,17,F,Cusco Ciudad,Cusco,,,,
V1042,Perú,,M,Huacachina,Ica,2025-03-17,,,Barco
V1043,USA,,M,Valle del Colca,Arequipa,NA,,2872.23,Tren
V1044,Perú,40,M,Valle del Colca,Arequipa,NA,,2380.25,Tren
V1045,Perú,43,,Chan Chan,La Libertad,2025-09-16,7,381.85,Avión
V1046,Argentina,,O,Cusco Ciudad,Cusco,,,,Tren
V1047,Ecuador,,O,Iquitos,Loreto,2025-09-23,,703.44,Bus
V1048,Brasil,,F,Cusco Ciudad,Cusco,NA,,1187.43,
V1049,Perú,,,Lago Titicaca,Puno,NA,13,,Bus
V1050,Francia,,M,Miraflores,Lima,2025-11-02,2,1522.53,Avión
V1051,Colombia,,M,Valle del Colca,Arequipa,2025-02-17,8,,Bus
V1052,México,72,F,Cusco Ciudad,Cusco,,12,,Auto
V1053,USA,,M,Machu Picchu,Cusco,2025-07-19,5,3194.76,Avión
V1054,Perú,30,,Cusco Ciudad,Cusco,,4,,Avión
V1055,USA,57,O,Iquitos,Loreto,2024-09-22,9,4074.92,Bus
V1056,Perú,,,Miraflores,Lima,NA,,1632.67,Tren
V1057,Brasil,27,O,Centro Histórico,Lima,2024-07-29,3,4678.17,Avión
V1058,Colombia,,F,Iquitos,Loreto,,,2195.69,Avión
V1059,Brasil,,F,Chan Chan,La Libertad,2024-06-25,,,Avión
V1060,USA,,F,Cusco Ciudad,Cusco,,,,Barco
V1061,Ecuador,,O,Lago Titicaca,Puno,NA,3,4151.58,Tren
V1062,Bolivia,,,Centro Histórico,Lima,,,3312.17,NA
V1063,Brasil,,O,Chan Chan,La Libertad,NA,14,,
V1064,Ecuador,68,M,Valle del Colca,Arequipa,,10,2798.25,Tren
V1065,México,,F,Iquitos,Loreto,NA,6,2078.69,Auto
V1066,Perú,30,M,Iquitos,Loreto,NA,,,Tren
V1067,Perú,,M,Chan Chan,La Libertad,,4,1736.97,Avión
V1068,Chile,,,Machu Picchu,Cusco,NA,,,Barco
V1068,Chile,,,Machu Picchu,Cusco,NA,,,Barco
V1069,Perú,,,Valle del Colca,Arequipa,2025-02-08,6,4717.14,NA
V1070,Perú,,,Huacachina,Ica,,6,,Avión
V1070,Perú,,,Huacachina,Ica,,6,,Avión
V1071,Perú,,M,Valle del Colca,Arequipa,2025-04-16,1,,Barco
V1072,Colombia,,O,Cusco Ciudad,Cusco,,,724.46,Tren
V1073,México,,O,Chan Chan,La Libertad,2025-05-18,11,,Auto
V1074,Colombia,,,Valle del Colca,Arequipa,2025-05-11,12,1190.58,Barco
V1075,Chile,53,O,Huacachina,Ica,2024-07-09,,,Avión
V1076,Perú,,,Miraflores,Lima,,,857.64,
V1077,Perú,40,M,Lago Titicaca,Puno,NA,,3555.23,NA
V1078,USA,,O,Centro Histórico,Lima,,8,1499.49,Tren
V1079,Chile,,O,Chan Chan,La Libertad,,,2601.26,Auto
V1080,Alemania,74,M,Valle del Colca,Arequipa,,8,,NA
V1081,Perú,,,Cusco Ciudad,Cusco,,8,3412.66,Barco
V1082,Argentina,,,Valle del Colca,Arequipa,NA,,,Barco
V1083,México,,F,Iquitos,Loreto,2024-02-12,,281.78,
V1084,Perú,,O,Iquitos,Loreto,NA,13,,Auto
V1085,Perú,,O,Chan Chan,La Libertad,2025-04-12,,3060.83,Auto
V1086,Alemania,73,F,Centro Histórico,Lima,2024-07-31,2,,Bus
V1087,España,,M,Machu Picchu,Cusco,,6,3224.87,Tren
V1088,Perú,,M,Chan Chan,La Libertad,NA,11,,Tren
V1089,Colombia,46,M,Chan Chan,La Libertad,,,3150.44,Avión
V1090,México,,,Valle del Colca,Arequipa,NA,,3441.54,Tren
V1091,Perú,,,Cusco Ciudad,Cusco,2024-03-20,,,Auto
V1092,México,,,Valle del Colca,Arequipa,NA,,4604.66,Avión
V1093,USA,,M,Machu Picchu,Cusco,2024-06-19,,2393.55,Auto
V1094,Bolivia,,F,Iquitos,Loreto,NA,,3042.55,NA
V1095,Chile,,O,Miraflores,Lima,NA,,,Tren
V1096,USA,,M,Cusco Ciudad,Cusco,,,237.67,Auto
V1097,Francia,,O,Iquitos,Loreto,2024-07-14,,103.23,Avión
V1098,Perú,,,Miraflores,Lima,,,,Barco
V1099,Perú,,F,Centro Histórico,Lima,,14,,
V1100,Perú,,M,Iquitos,Loreto,NA,,,Barco
V1101,Perú,,M,Iquitos,Loreto,NA,14,4068.35,Barco
V1102,Argentina,48,F,Huacachina,Ica,NA,3,,
V1103,Perú,,M,Miraflores,Lima,,14,3847.87,
V1104,Colombia,,,Centro Histórico,Lima,NA,5,4884.21,Tren
V1105,Ecuador,,,Centro Histórico,Lima,NA,,,Auto
V1106,Perú,62,M,Lago Titicaca,Puno,,,1581.66,Auto
V1107,Perú,,F,Huacachina,Ica,2025-12-14,10,,Auto
V1108,España,,,Valle del Colca,Arequipa,NA,2,,
V1109,USA,70,F,Iquitos,Loreto,2024-05-23,,889.18,Tren
V1110,Perú,64,O,Chan Chan,La Libertad,,8,75.58,NA
V1111,Colombia,,,Chan Chan,La Libertad,,4,4779.2,Tren
V1112,México,,O,Valle del Colca,Arequipa,2024-05-10,,,
V1113,España,,,Iquitos,Loreto,,,,
V1114,México,,,Iquitos,Loreto,,,,Bus
V1115,Argentina,,M,Centro Histórico,Lima,,,,Avión
V1116,Perú,,,Huacachina,Ica,2025-07-22,,1755.2,NA
V1117,Ecuador,42,O,Miraflores,Lima,2025-01-09,,1501.3,Tren
V1118,Colombia,35,,Huacachina,Ica,2024-06-11,,,NA
V1119,Argentina,,,Iquitos,Loreto,2024-03-30,,,
V1120,Perú,,,Iquitos,Loreto,,2,,Barco
V1121,Perú,,F,Lago Titicaca,Puno,2024-05-25,,,Bus
V1122,Perú,,,Huacachina,Ica,2025-01-01,,,Avión
V1123,México,,O,Chan Chan,La Libertad,2025-11-24,,,Barco
V1124,México,,M,Miraflores,Lima,2025-11-13,,518.86,Tren
V1125,USA,38,O,Valle del Colca,Arequipa,NA,12,2279.84,Bus
V1126,México,36,,Machu Picchu,Cusco,NA,,2029.95,Barco
V1127,Perú,,M,Valle del Colca,Arequipa,2025-12-29,,3561.76,Bus
V1128,Colombia,,,Chan Chan,La Libertad,2025-02-14,,,Avión
V1129,España,,,Lago Titicaca,Puno,NA,,,Bus
V1130,México,,M,Miraflores,Lima,NA,,3919.67,Tren
V1131,México,55,F,Cusco Ciudad,Cusco,2024-09-01,,,
V1132,Colombia,,,Lago Titicaca,Puno,NA,,1390.63,Auto
V1133,Perú,,,Iquitos,Loreto,,,,Avión
V1134,USA,,,Lago Titicaca,Puno,NA,,,Tren
V1135,Perú,,O,Valle del Colca,Arequipa,,,1441.62,
V1136,Ecuador,,,Lago Titicaca,Puno,2024-02-22,13,,Avión
V1137,Ecuador,,,Chan Chan,La Libertad,,1,,
V1138,Perú,,O,Chan Chan,La Libertad,NA,,587.63,
V1139,Francia,17,F,Miraflores,Lima,,,,NA
V1140,Perú,,O,Lago Titicaca,Puno,2025-05-14,7,1595.27,NA
V1141,Perú,73,,Iquitos,Loreto,,,1851.5,Avión
V1142,México,64,O,Machu Picchu,Cusco,2024-05-22,,3952.51,Tren
V1143,Perú,44,O,Huacachina,Ica,,,623.76,Auto
V1144,Perú,,,Huacachina,Ica,2024-05-24,2,2127.17,Avión
V1145,México,,,Cusco Ciudad,Cusco,,,492.58,
V1146,Perú,,,Lago Titicaca,Puno,2025-07-16,8,4899.4,NA
V1147,Chile,,M,Huacachina,Ica,,1,,Avión
V1148,USA,64,M,Lago Titicaca,Puno,,2,,Barco
V1149,Perú,,M,Huacachina,Ica,2024-04-14,13,,Barco
V1150,México,,,Iquitos,Loreto,,,2370.56,Tren
V1151,Argentina,,,Lago Titicaca,Puno,NA,11,2106.33,Auto
V1152,Brasil,,M,Lago Titicaca,Puno,2024-11-17,,,Bus
V1153,Perú,,F,Centro Histórico,Lima,NA,1,,NA
V1154,Colombia,,O,Valle del Colca,Arequipa,NA,6,4015.17,Avión
V1155,Perú,,,Iquitos,Loreto,NA,,635.42,Avión
V1156,Perú,24,M,Centro Histórico,Lima,2024-07-16,12,,
V1157,Ecuador,20,O,Huacachina,Ica,2025-03-04,5,,Auto
V1158,Chile,,,Valle del Colca,Arequipa,,8,,Avión
V1159,Brasil,18,F,Miraflores,Lima,2025-01-30,,4649.42,Tren
V1160,USA,53,O,Centro Histórico,Lima,2024-10-17,,,Bus
V1161,Perú,,,Machu Picchu,Cusco,2025-10-12,1,1124.35,Avión
V1162,Brasil,,,Valle del Colca,Arequipa,,,2197.88,Barco
V1163,Perú,75,,Miraflores,Lima,,,4043.71,Bus
V1164,Argentina,15,,Lago Titicaca,Puno,,11,542.27,NA
V1165,Perú,,M,Miraflores,Lima,2025-09-13,,3695.36,NA
V1166,Brasil,,M,Huacachina,Ica,NA,,3607.42,Barco
V1167,Colombia,,,Valle del Colca,Arequipa,2025-11-30,8,4747.66,Bus
V1168,Colombia,,,Iquitos,Loreto,NA,,,NA
V1169,Colombia,75,,Lago Titicaca,Puno,NA,8,,
V1170,Argentina,,O,Iquitos,Loreto,2025-01-23,7,4575.29,Tren
V1171,USA,23,O,Huacachina,Ica,,7,,Bus
V1172,Perú,,F,Huacachina,Ica,2024-08-01,11,,
V1173,Colombia,,F,Huacachina,Ica,2024-01-23,,3554.51,Bus
V1174,Brasil,,M,Chan Chan,La Libertad,,1,,Avión
V1175,México,,F,Lago Titicaca,Puno,2024-11-11,13,,
V1176,México,,,Valle del Colca,Arequipa,,10,3006.23,NA
V1177,México,55,F,Lago Titicaca,Puno,,,,Tren
V1178,USA,,O,Centro Histórico,Lima,2024-03-02,,,Tren
V1179,Brasil,,M,Chan Chan,La Libertad,NA,6,3838.22,
V1180,Chile,,F,Cusco Ciudad,Cusco,NA,2,,Barco
V1181,Perú,41,M,Chan Chan,La Libertad,NA,,3159.1,Barco
V1182,Brasil,50,,Lago Titicaca,Puno,2024-09-22,,175.29,Barco
V1183,Perú,,O,Lago Titicaca,Puno,,,,Tren
V1184,Alemania,,,Iquitos,Loreto,2024-05-18,6,,
V1185,México,15,,Valle del Colca,Arequipa,,,,
V1186,Perú,,M,Miraflores,Lima,2025-06-13,,,Barco
V1187,Colombia,,,Cusco Ciudad,Cusco,,1,3886.32,Tren
V1188,Colombia,,,Lago Titicaca,Puno,,,,Tren
V1189,Chile,,O,Iquitos,Loreto,NA,,1856.52,Bus
V1190,Perú,,,Iquitos,Loreto,NA,2,,Auto
V1191,Perú,,F,Miraflores,Lima,2025-03-31,1,1631.73,
V1192,Chile,,O,Lago Titicaca,Puno,,,4606.51,
V1193,Perú,40,F,Machu Picchu,Cusco,NA,11,2441.89,NA
V1194,México,26,,Huacachina,Ica,NA,,,Auto
V1195,Brasil,60,,Huacachina,Ica,2025-08-19,,3033.28,Bus
V1196,México,34,,Miraflores,Lima,2024-10-10,,,Avión
V1197,Perú,,,Cusco Ciudad,Cusco,2025-05-29,,3903.59,Auto
V1198,España,62,M,Machu Picchu,Cusco,,,,Bus
V1199,Perú,,O,Valle del Colca,Arequipa,,7,,NA
V1200,Francia,,O,Miraflores,Lima,NA,3,,
V1201,México,63,M,Machu Picchu,Cusco,NA,10,1790.4,Bus
V1202,Alemania,,,Miraflores,Lima,2024-06-24,6,3610.01,Bus
V1203,Ecuador,,,Iquitos,Loreto,2025-01-31,,3896.56,NA
V1204,Argentina,55,F,Valle del Colca,Arequipa,NA,,,Tren
V1205,México,,F,Lago Titicaca,Puno,NA,9,1525.1,Bus
