id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0806,Perú,,F,Valle del Colca,Arequipa,NA,13,4631.24,Avión
V0807,México,,M,Iquitos,Loreto,NA,,,
V0808,Chile,,M,Huacachina,Ica,2025-01-07,,1761.24,Avión
V0809,México,,F,Valle del Colca,Arequipa,2024-02-16,,,Barco
V0810,Perú,,M,Machu Picchu,Cusco,NA,,,Bus
V0811,Colombia,,,Huacachina,Ica,,,,Barco
V0812,España,,O,Chan Chan,La Libertad,,14,,Tren
V0813,Perú,,O,Chan Chan,La Libertad,NA,,4328.53,
V0814,Perú,,O,Chan Chan,La Libertad,NA,2,4683.57,Barco
V0815,Chile,55,M,Huacachina,Ica,NA,14,,
V0816,Brasil,44,F,Huacachina,Ica,2025-06-09,3,,Bus
V0817,México,,,Huacachina,Ica,,,2560.38,
V0818,Colombia,,M,Huacachina,Ica,2024-08-26,,2891.39,
V0819,Ecuador,,M,Lago Titicaca,Puno,NA,,3604.81,Barco
V0820,USA,,F,Miraflores,Lima,NA,,4581.23,Tren
V0821,USA,52,M,Huacachina,Ica,2025-05-15,,,NA
V0822,Perú,61,,Chan Chan,La Libertad,NA,10,1127.81,Tren
V0823,USA,,,Centro Histórico,Lima,NA,5,,Barco
V0824,Brasil,,,Lago Titicaca,Puno,,,4936.04,
V0825,Perú,,O,Chan Chan,La Libertad,NA,,,Avión
V0826,Perú,,F,Cusco Ciudad,Cusco,NA,12,,Barco
V0827,Perú,,,Iquitos,Loreto,2025-06-15,14,,Barco
V0828,Bolivia,36,O,Valle del Colca,Arequipa,NA,,2796.66,Tren
V0829,Perú,,M,Huacachina,Ica,,,,NA
V0830,Perú,,O,Chan Chan,La Libertad,,13,,Tren
V0831,USA,,F,Huacachina,Ica,NA,8,542.7,Tren
V0832,Francia,,F,Iquitos,Loreto,2024-05-19,,,
V0833,Perú,30,M,Cusco Ciudad,Cusco,NA,1,,
V0834,España,,,Chan Chan,La Libertad,,10,,Avión
V0835,Perú,26,F,Chan Chan,La Libertad,2024-06-16,12,,Tren
V0836,México,,M,Iquitos,Loreto,,9,3151.66,Avión
V0837,Perú,,,Iquitos,Loreto,2025-06-18,,198.05,
V0838,México,70,F,Lago Titicaca,Puno,NA,,,Tren
V0839,México,26,F,Lago Titicaca,Puno,,,2289.67,Bus
V0840,México,,F,Centro Histórico,Lima,2025-06-08,3,3071.85,
V0841,Perú,,F,Cusco Ciudad,Cusco,NA,,,NA
V0842,Perú,40,M,Valle del Colca,Arequipa,NA,,3264.04,Bus
V0843,México,,,Iquitos,Loreto,2024-03-23,,,Tren
V0844,Perú,,F,Valle del Colca,Arequipa,NA,8,,NA
V0845,Perú,,O,Valle del Colca,Arequipa,,,,Barco
V0846,México,,,Iquitos,Loreto,,,,Barco
V0847,México,,,Iquitos,Loreto,2024-07-17,7,4919.09,Tren
V0848,Perú,,O,Machu Picchu,Cusco,,,,
V0849,Argentina,74,,Lago Titicaca,Puno,2025-10-26,7,,Tren
V0850,Argentina,,F,Centro Histórico,Lima,NA,,,Barco
V0851,Perú,26,,Machu Picchu,Cusco,2025-04-10,5,2548.26,Tren
V0852,México,,O,Huacachina,Ica,2024-03-19,11,2731.62,Avión
V0853,Perú,15,,Chan Chan,La Libertad,NA,4,,Tren
V0854,Brasil,,,Huacachina,Ica,,10,,NA
V0855,Perú,,M,Miraflores,Lima,NA,,2985.25,
V0856,Argentina,44,F,Huacachina,Ica,2025-05-15,9,,Tren
V0857,Perú,,O,Lago Titicaca,Puno,,,,Auto
V0858,Perú,,F,Chan Chan,La Libertad,,,3069.69,Bus
V0859,Perú,,M,Valle del Colca,Arequipa,2024-11-22,11,2935.66,Tren
V0860,Perú,,,Huacachina,Ica,NA,1,,NA
V0861,México,49,F,Iquitos,Loreto,,13,2122.65,Bus
V0862,Argentina,,F,Centro Histórico,Lima,NA,,2573.28,Tren
V0863,Perú,72,F,Cusco Ciudad,Cusco,,11,,Bus
V0864,Perú,,,Iquitos,Loreto,NA,,,Barco
V0865,Perú,,,Valle del Colca,Arequipa,NA,1,,
V0866,Colombia,20,F,Lago Titicaca,Puno,NA,,2991.34,
V0867,España,31,,Huacachina,Ica,2025-05-30,,,Auto
V0868,Argentina,,O,Miraflores,Lima,2025-01-31,3,1648.37,Bus
V0869,Colombia,,,Huacachina,Ica,,12,,NA
V0870,Alemania,,F,Lago Titicaca,Puno,,14,,Bus
V0871,Argentina,46,,Centro Histórico,Lima,,8,,
V0872,Perú,,,Valle del Colca,Arequipa,,,,Bus
V0873,Chile,,,Iquitos,Loreto,,10,4902.28,NA
V0874,Chile,31,O,Miraflores,Lima,,14,,
V0875,Chile,20,O,Miraflores,Lima,NA,10,3395.77,NA
V0876,México,,,Centro Histórico,Lima,NA,11,547.98,
V0877,Colombia,,F,Lago Titicaca,Puno,2025-01-15,,,Barco
V0878,Perú,62,O,Chan Chan,La Libertad,,,4945.4,
V0879,Perú,,,Lago Titicaca,Puno,2025-05-06,12,,Tren
V0880,Perú,,M,Iquitos,Loreto,2024-02-02,12,1577.97,Bus
V0881,México,45,M,Huacachina,Ica,NA,,3904.04,Auto
V0882,Perú,,,Chan Chan,La Libertad,2025-06-22,5,,Barco
V0883,Alemania,,,Huacachina,Ica,2025-05-01,,2483.5,Avión
V0884,Perú,,,Miraflores,Lima,,10,,Barco
V0885,USA,,,Miraflores,Lima,NA,3,931.34,Auto
V0886,Brasil,,F,Huacachina,Ica,2025-10-08,8,,Auto
V0887,España,20,,Valle del Colca,Arequipa,NA,,,
V0888,Alemania,66,O,Miraflores,Lima,,3,3354.93,NA
V0889,USA,,,Iquitos,Loreto,,,1565.32,NA
V0890,Perú,,O,Valle del Colca,Arequipa,NA,,4236.11,Tren
V0891,Perú,,M,Cusco Ciudad,Cusco,,8,2238.13,Barco
V0892,México,,F,Centro Histórico,Lima,2024-05-14,,3940.98,Bus
V0893,Colombia,37,,Valle del Colca,Arequipa,,,1228.55,Tren
V0894,Perú,,F,Iquitos,Loreto,NA,10,4521.53,Bus
V0895,Ecuador,,,Valle del Colca,Arequipa,2025-01-02,,,Barco
V0896,Argentina,73,M,Lago Titicaca,Puno,2024-07-23,,3379.95,
V0897,Alemania,,M,Iquitos,Loreto,,1,1422.48,Auto
V0898,Argentina,35,M,Huacachina,Ica,NA,,269.37,Auto
V0899,México,,M,Iquitos,Loreto,2025-04-15,11,3715.43,Avión
V0900,Francia,,M,Valle del Colca,Arequipa,2024-10-20,9,1822.14,Tren
V0901,Brasil,49,,Lago Titicaca,Puno,NA,,3408.83,
V0902,México,43,,Machu Picchu,Cusco,2025-12-21,5,2819.48,Auto
V0903,México,,,Huacachina,Ica,2024-11-16,,891.35,Barco
V0904,Perú,,O,Lago Titicaca,Puno,2025-07-12,,963.81,
V0905,Chile,,,Huacachina,Ica,,,4783.07,Tren
V0906,Perú,,F,Iquitos,Loreto,NA,14,,Tren
V0907,Perú,35,,Huacachina,Ica,NA,14,1309.37,Barco
V0908,Perú,,O,Huacachina,Ica,2025-07-19,,3297.52,
V0909,Perú,66,O,Valle del Colca,Arequipa,,3,2246.06,Auto
V0910,Perú,26,,Huacachina,Ica,NA,,3382.26,Bus
V0911,Perú,,F,Huacachina,Ica,NA,,,Bus
V0912,México,22,F,Valle del Colca,Arequipa,NA,8,,NA
V0913,México,61,O,Lago Titicaca,Puno,,,,Auto
V0914,USA,,,Valle del Colca,Arequipa,NA,,1175.01,Auto
V0915,Argentina,,,Cusco Ciudad,Cusco,,10,,Avión
V0916,Perú,,M,Huacachina,Ica,NA,,3887.55,Tren
V0917,Chile,21,,Iquitos,Loreto,,,4544.84,Barco
V0918,Perú,,,Lago Titicaca,Puno,NA,,3475.06,NA
V0919,Colombia,74,,Iquitos,Loreto,,,,Avión
V0920,Perú,,,Machu Picchu,Cusco,NA,,1928.97,Avión
V0921,México,42,O,Valle del Colca,Arequipa,NA,,,Avión
V0922,Perú,28,,Valle del Colca,Arequipa,,,,Auto
V0923,Brasil,,,Chan Chan,La Libertad,2025-09-19,5,,Tren
V0924,Perú,46,,Cusco Ciudad,Cusco,NA,,,Barco
V0925,Ecuador,,,Chan Chan,La Libertad,NA,13,1834.07,NA
V0926,Chile,,,Valle del Colca,Arequipa,,2,2059.74,
V0927,Perú,,M,Iquitos,Loreto,,,,
V0928,México,70,,Huacachina,Ica,,2,,Bus
V0929,USA,,O,Lago Titicaca,Puno,,3,2656.64,Barco
V0930,Ecuador,71,,Centro Histórico,Lima,2024-12-18,,,Bus
V0931,Bolivia,,M,Valle del Colca,Arequipa,,14,361.82,Avión
V0932,Colombia,,F,Iquitos,Loreto,NA,9,,NA
V0933,Alemania,37,,Iquitos,Loreto,2025-01-18,2,1961.09,NA
V0934,Brasil,25,O,Miraflores,Lima,,3,,Bus
V0935,USA,,,Cusco Ciudad,Cusco,2024-09-07,2,3741.41,Bus
V0936,Perú,28,F,Lago Titicaca,Puno,2024-11-15,,605.13,
V0937,USA,,O,Chan Chan,La Libertad,2025-01-27,,4283.1,Barco
V0938,México,47,F,Chan Chan,La Libertad,2025-09-20,9,,Tren
V0939,Colombia,23,O,Valle del Colca,Arequipa,NA,2,,
V0940,Ecuador,41,M,Chan Chan,La Libertad,2025-06-09,,,
V0941,México,27,F,Iquitos,Loreto,,,3135.99,NA
V0942,Ecuador,,,Chan Chan,La Libertad,,,3380.9,Barco
V0943,Perú,,M,Iquitos,Loreto,NA,6,105.56,Auto
V0944,México,,F,Iquitos,Loreto,,,,
V0945,Colombia,54,O,Huacachina,Ica,,3,,Avión
V0946,Colombia,,,Centro Histórico,Lima,,3,3648.92,Auto
V0947,Argentina,,O,Miraflores,Lima,,7,580.79,
V0948,Alemania,,M,Iquitos,Loreto,,6,,Tren
V0949,Colombia,,F,Lago Titicaca,Puno,2024-01-28,,,Barco
V0950,Chile,,,Centro Histórico,Lima,,,1567.09,Bus
V0951,Chile,,,Iquitos,Loreto,,6,4783.82,
V0952,Argentina,22,O,Huacachina,Ica,,,,Barco
V0953,Chile,51,O,Centro Histórico,Lima,,,,Barco
V0954,Colombia,,,Valle del Colca,Arequipa,,,,Barco
V0955,Perú,,M,Chan Chan,La Libertad,,,,
V0956,Argentina,,,Lago Titicaca,Puno,,10,,Barco
V0957,Colombia,,O,Cusco Ciudad,Cusco,NA,,2880.63,
V0958,Ecuador,28,O,Chan Chan,La Libertad,,5,,Bus
V0959,Colombia,37,M,Valle del Colca,Arequipa,NA,4,4246.38,Tren
V0960,México,33,F,Lago Titicaca,Puno,,,,Tren
V0961,Perú,,,Valle del Colca,Arequipa,,,264.41,Avión
V0962,Chile,,,Chan Chan,La Libertad,2025-03-16,10,,Bus
V0963,Perú,48,M,Centro Histórico,Lima,2024-05-28,,,Auto
V0964,Perú,66,,Valle del Colca,Arequipa,2024-06-22,3,4328.62,Tren
V0965,Perú,61,F,Machu Picchu,Cusco,2024-07-16,10,,Avión
V0966,Perú,18,F,Lago Titicaca,Puno,,,4021.24,Bus
V0967,Colombia,,F,Miraflores,Lima,NA,9,1004.66,Bus
V0968,México,,,Valle del Colca,Arequipa,NA,,2978.6,
V0969,Chile,,O,Cusco Ciudad,Cusco,2025-04-16,,,NA
V0970,Chile,,,Huacachina,Ica,2025-03-23,13,2434.45,Barco
V0971,México,,,Valle del Colca,Arequipa,2025-11-22,,,Barco
V0972,Perú,,,Chan Chan,La Libertad,NA,,1326.53,Auto
V0973,Perú,,F,Iquitos,Loreto,NA,3,3449.91,Avión
V0974,Chile,15,F,Iquitos,Loreto,2024-02-17,,833.58,NA
V0975,USA,,O,Lago Titicaca,Puno,,13,247.15,Auto
V0976,Chile,,O,Chan Chan,La Libertad,NA,6,,NA
V0977,Chile,54,,Lago Titicaca,Puno,,,4088.54,NA
V0978,México,,O,Chan Chan,La Libertad,NA,2,,Tren
V0979,Brasil,,,Iquitos,Loreto,NA,5,282.89,Barco
V0980,México,,M,Valle del Colca,Arequipa,,,3029.23,Bus
V0981,Colombia,,,Centro Histórico,Lima,NA,10,408.82,Tren
V0982,Argentina,69,,Centro Histórico,Lima,2024-09-22,12,4292.98,Avión
V0983,Perú,,M,Lago Titicaca,Puno,2024-10-10,8,,Barco
V0984,Bolivia,16,F,Huacachina,Ica,2025-02-06,8,,
V0985,USA,,,Iquitos,Loreto,,,,Bus
V0986,Perú,35,F,Valle del Colca,Arequipa,2024-06-01,,1031.36,NA
V0987,Colombia,,F,Valle del Colca,Arequipa,,,4422.2,
V0988,Bolivia,32,,Iquitos,Loreto,NA,,262.55,Bus
V0989,Perú,62,M,Iquitos,Loreto,,4,1680.36,Tren
V0990,Perú,22,O,Iquitos,Loreto,,,2423.31,Auto
V0991,Perú,,M,Valle del Colca,Arequipa,,,,Tren
V0992,Perú,,O,Valle del Colca,Arequipa,NA,9,3917.77,Bus
V0993,Colombia,,O,Valle del Colca,Arequipa,,,,Auto
V0994,Perú,,,Huacachina,Ica,NA,14,,Tren
V0995,México,33,,Iquitos,Loreto,2025-07-27,5,3197.82,Tren
V0996,Perú,,F,Huacachina,Ica,2025-09-02,4,1822.14,Avión
V0997,Perú,,M,Centro Histórico,Lima,2025-02-14,,,Auto
V0998,Argentina,16,,Miraflores,Lima,NA,,2608.74,
V0999,Colombia,,O,Cusco Ciudad,Cusco,2024-06-26,3,,Barco
V1000,Perú,,F,Iquitos,Loreto,2024-05-03,13,,Tren
V1001,USA,60,,Centro Histórico,Lima,2024-04-18,,1298.18,Auto
V1002,México,,,Machu Picchu,Cusco,,7,3818.78,Barco
V1003,Ecuador,,M,Centro Histórico,Lima,,8,845.1,Bus
V1004,México,,,Centro Histórico,Lima,2024-08-12,,,Avión
V1005,Ecuador,,F,Lago Titicaca,Puno,2025-03-15,,,Avión
V1006,Perú,,F,Valle del Colca,Arequipa,,13,,Auto
V1007,Colombia,,,Valle del Colca,Arequipa,2024-10-15,,4880.33,Auto
V1008,México,,,Iquitos,Loreto,NA,13,101.26,Tren
V1009,Argentina,,O,Chan Chan,La Libertad,NA,12,4828.48,NA
V1010,Perú,,,Valle del Colca,Arequipa,NA,,4065.62,Barco
V1011,México,,M,Cusco Ciudad,Cusco,,4,2022.77,Tren
V1012,Alemania,,O,Chan Chan,La Libertad,,7,1626.39,Avión
V1013,Perú,,F,Miraflores,Lima,NA,14,1513.72,Auto
V1014,Brasil,55,O,Huacachina,Ica,,,912.64,
V1015,México,,O,Valle del Colca,Arequipa,,,,NA
V1016,Perú,73,F,Huacachina,Ica,,,,Barco
V1017,México,,O,Iquitos,Loreto,,,1350.51,NA
V1018,Chile,,,Chan Chan,La Libertad,2025-08-17,9,2247.8,
V1019,Perú,,,Huacachina,Ica,NA,8,2799.25,NA
V1020,Chile,33,M,Valle del Colca,Arequipa,,3,,Tren
V1021,Colombia,30,,Iquitos,Loreto,,5,,Tren
V1022,España,,O,Chan Chan,La Libertad,,5,1530.15,NA
V1023,Ecuador,43,,Machu Picchu,Cusco,2024-11-09,,2627.93,NA
V1024,Argentina,,O,Valle del Colca,Arequipa,2024-02-04,11,2384.52,Barco
V1025,USA,30,O,Iquitos,Loreto,,12,1472.03,Tren
V1026,México,52,F,Lago Titicaca,Puno,2024-09-24,5,1926.34,Avión
V1027,Perú,56,,Machu Picchu,Cusco,,,2220.06,
V1028,Colombia,,O,Chan Chan,La Libertad,,,,Tren
V1029,Perú,,F,Huacachina,Ica,2025-01-11,,1575.6,
V1030,Perú,72,O,Valle del Colca,Arequipa,NA,,,Barco
V1031,Perú,,,Huacachina,Ica,NA,2,1941.12,Auto
V1032,Alemania,31,,Lago Titicaca,Puno,NA,,,NA
V1033,México,26,O,Lago Titicaca,Puno,,,4501.61,
V1034,USA,,F,Chan Chan,La Libertad,2025-12-13,7,,Barco
V1035,USA,,F,Chan Chan,La Libertad,NA,,,NA
V1036,Perú,,,Cusco Ciudad,Cusco,,,4335.48,Tren
V1037,Perú,73,F,Valle del Colca,Arequipa,2025-10-14,,3811.75,Avión
V1038,USA,,F,Huacachina,Ica,2024-07-07,,,NA
V1039,México,45,M,Huacachina,Ica,,,339.78,Bus
V1040,Brasil,,,Machu Picchu,Cusco,2024-08-28,,854.79,Bus
V1041,México,,,Miraflores,Lima,NA,2,4683.37,Auto
V1042,Perú,,O,Iquitos,Loreto,,,1008.46,NA
V1043,Argentina,,O,Huacachina,Ica,NA,,,
V1044,Ecuador,,,Huacachina,Ica,,,4389.19,Bus
V1045,USA,74,M,Chan Chan,La Libertad,2024-12-11,7,3173.7,Barco
V1046,México,25,,Cusco Ciudad,Cusco,NA,,3729.55,Auto
V1047,Alemania,,,Iquitos,Loreto,2024-04-02,,,Barco
V1048,México,57,,Lago Titicaca,Puno,2024-03-24,,1522.97,Auto
V1049,México,42,M,Miraflores,Lima,2024-06-06,4,1974.7,Bus
V1050,Colombia,,F,Chan Chan,La Libertad,2024-05-19,,,Auto
V1051,Argentina,34,O,Lago Titicaca,Puno,2024-03-19,,4201.28,Bus
V1052,Perú,,F,Centro Histórico,Lima,2024-08-03,2,227.52,NA
V1053,Perú,,,Chan Chan,La Libertad,2024-10-04,4,,Tren
V1054,Chile,,M,Valle del Colca,Arequipa,2025-07-16,,,Barco
V1055,Perú,,F,Valle del Colca,Arequipa,2025-10-21,,4983.89,NA
V1056,Perú,,,Lago Titicaca,Puno,2025-03-02,,,Barco
V1057,Perú,54,,Miraflores,Lima,NA,12,,Avión
V1058,Ecuador,,,Chan Chan,La Libertad,,12,,Barco
V1059,Colombia,18,O,Valle del Colca,Arequipa,2024-09-12,4,1201.5,Avión
V1060,USA,,O,Iquitos,Loreto,,,,NA
V1061,Perú,74,,Iquitos,Loreto,,,,Barco
V1062,Colombia,,,Valle del Colca,Arequipa,2025-03-09,3,4434.95,Avión
V1063,Brasil,69,,Chan Chan,La Libertad,2024-10-28,,3789.62,Barco
V1064,Colombia,,O,Lago Titicaca,Puno,2025-01-21,,,Auto
V1065,USA,,O,Huacachina,Ica,NA,,1398.3,NA
V1066,Perú,,,Valle del Colca,Arequipa,,9,666.06,Barco
V1067,Argentina,19,F,Lago Titicaca,Puno,2024-07-23,,2956.34,NA
V1068,Argentina,67,F,Cusco Ciudad,Cusco,2025-03-18,,4271.1,Barco
V1069,Perú,,M,Valle del Colca,Arequipa,,,,Avión
V1070,Perú,,,Iquitos,Loreto,,14,1699.99,NA
V1071,Perú,,O,Iquitos,Loreto,,,,Avión
V1072,Chile,38,,Valle del Colca,Arequipa,,,2286.73,
V1073,Perú,,O,Iquitos,Loreto,NA,2,216.18,Bus
V1074,Perú,,M,Chan Chan,La Libertad,NA,,143.84,Avión
V1075,Argentina,,O,Centro Histórico,Lima,NA,10,,Tren
V1076,México,30,O,Cusco Ciudad,Cusco,2024-10-11,,418.1,Auto
V1077,México,,M,Machu Picchu,Cusco,NA,1,745.61,Auto
V1078,Perú,,,Lago Titicaca,Puno,2024-09-10,1,,Bus
V1079,Colombia,,O,Lago Titicaca,Puno,2024-03-07,9,2413.5,NA
V1080,Colombia,28,O,Valle del Colca,Arequipa,,1,,NA
V1081,Perú,,F,Iquitos,Loreto,2024-04-17,,908.3,Barco
V1082,Argentina,,F,Centro Histórico,Lima,NA,,,
V1083,Perú,48,M,Chan Chan,La Libertad,,,4902.42,Avión
V1084,Ecuador,,F,Iquitos,Loreto,,2,3184.14,Barco
V1085,Perú,36,M,Cusco Ciudad,Cusco,NA,14,589.32,Auto
V1086,Ecuador,,F,Huacachina,Ica,,,636.97,Barco
V1087,Perú,,,Lago Titicaca,Puno,NA,,550.26,Auto
V1088,Perú,,O,Iquitos,Loreto,NA,12,,Barco
V1089,México,,,Iquitos,Loreto,2025-11-24,10,4242.07,
V1090,México,,M,Centro Histórico,Lima,NA,2,1215.41,Avión
V1091,Argentina,,O,Centro Histórico,Lima,NA,,1943.61,Barco
V1092,México,,M,Huacachina,Ica,2025-05-28,13,2863.93,Barco
V1093,Perú,41,,Valle del Colca,Arequipa,NA,1,,Bus
V1094,Argentina,,,Iquitos,Loreto,2024-12-18,,503.17,NA
V1095,Francia,,M,Cusco Ciudad,Cusco,,10,,Auto
V1096,Perú,15,,Huacachina,Ica,,12,4467.16,NA
V1097,Colombia,69,,Machu Picchu,Cusco,NA,14,809.73,Tren
V1098,Perú,,M,Valle del Colca,Arequipa,2025-04-11,3,2298.04,
V1099,Ecuador,,M,Iquitos,Loreto,2025-05-21,3,4437.09,Barco
V1100,Chile,,M,Lago Titicaca,Puno,,,4176.12,Auto
V1101,Colombia,,F,Huacachina,Ica,2024-04-13,,,Tren
V1102,Perú,,,Centro Histórico,Lima,NA,2,245.14,Tren
V1103,Argentina,62,F,Cusco Ciudad,Cusco,2024-07-25,1,4064.84,Bus
V1104,Perú,,M,Valle del Colca,Arequipa,NA,14,2393.45,Auto
V1105,Chile,,M,Machu Picchu,Cusco,2025-02-23,,685.47,Bus
V1106,Perú,,,Lago Titicaca,Puno,,,,NA
V1107,Perú,,O,Iquitos,Loreto,2024-11-16,10,,Bus
V1108,Brasil,,,Valle del Colca,Arequipa,2025-06-16,,,NA
V1109,México,22,M,Huacachina,Ica,NA,7,4451.59,Bus
V1110,Colombia,62,,Cusco Ciudad,Cusco,2024-01-06,,,Auto
V1111,Brasil,42,O,Cusco Ciudad,Cusco,,3,396.94,Tren
V1112,Colombia,,,Valle del Colca,Arequipa,,,3889.53,Avión
V1113,Brasil,,,Valle del Colca,Arequipa,,,3175.6,Barco
V1114,Chile,,F,Iquitos,Loreto,,14,,Avión
V1115,Argentina,,O,Lago Titicaca,Puno,2024-05-22,8,3018.65,Bus
V1116,México,,F,Chan Chan,La Libertad,,,,Auto
V1117,España,,F,Iquitos,Loreto,,13,,
V1118,México,,M,Huacachina,Ica,2024-04-11,10,,Avión
V1119,Perú,,F,Iquitos,Loreto,,,4806.43,Tren
V1120,México,,O,Cusco Ciudad,Cusco,,,,Auto
V1121,Perú,19,,Machu Picchu,Cusco,2025-09-05,,,NA
V1122,Perú,68,M,Huacachina,Ica,2025-08-28,,,Bus
V1123,Perú,,,Iquitos,Loreto,,,2969.51,Bus
V1124,Perú,27,,Chan Chan,La Libertad,2025-02-03,,1514.97,Barco
V1125,Perú,57,F,Valle del Colca,Arequipa,NA,,2185.04,Auto
V1126,México,,M,Iquitos,Loreto,NA,,,Auto
V1127,Perú,39,,Miraflores,Lima,2025-09-18,6,2821.17,Bus
V1128,España,,M,Valle del Colca,Arequipa,NA,1,4319.98,Avión
V1129,Perú,43,M,Valle del Colca,Arequipa,,12,280.14,NA
V1130,México,,,Chan Chan,La Libertad,2025-01-31,7,,Bus
V1131,USA,15,M,Huacachina,Ica,,14,,
V1132,México,15,F,Chan Chan,La Libertad,2025-10-18,7,3721.9,Avión
V1133,Perú,44,F,Lago Titicaca,Puno,,,,
V1134,Perú,,M,Valle del Colca,Arequipa,2024-03-21,4,,Tren
V1135,Brasil,,O,Machu Picchu,Cusco,NA,,,NA
V1136,Ecuador,,,Lago Titicaca,Puno,NA,,4786.94,Barco
V1137,Perú,43,,Cusco Ciudad,Cusco,,1,2999.46,NA
V1138,USA,,,Iquitos,Loreto,,14,1073.31,Avión
V1139,Chile,68,,Chan Chan,La Libertad,NA,9,,Tren
V1140,México,,M,Lago Titicaca,Puno,NA,,854.48,Tren
V1141,México,16,F,Chan Chan,La Libertad,,,2847.1,Auto
V1142,Chile,,O,Valle del Colca,Arequipa,,4,696.83,Barco
V1143,Colombia,,M,Iquitos,Loreto,2024-04-24,7,,
V1144,Alemania,,,Machu Picchu,Cusco,,4,3576.36,Tren
V1145,Argentina,,O,Machu Picchu,Cusco,NA,,,Barco
V1146,Argentina,,F,Huacachina,Ica,,9,776.04,
V1147,España,50,F,Chan Chan,La Libertad,NA,,1001.3,Auto
V1148,Argentina,51,F,Machu Picchu,Cusco,NA,,4965.53,NA
V1149,Colombia,,,Centro Histórico,Lima,2024-10-18,13,3262.41,Avión
V1150,México,,,Machu Picchu,Cusco,2024-10-28,,,Barco
V1151,Chile,69,F,Huacachina,Ica,NA,,,Auto
V1152,México,,F,Cusco Ciudad,Cusco,NA,,1843.23,Avión
V1153,Alemania,,,Iquitos,Loreto,NA,11,,NA
V1154,Colombia,,,Huacachina,Ica,NA,,3960.99,Avión
V1155,Bolivia,,O,Chan Chan,La Libertad,2025-03-20,14,3068.87,NA
V1156,Perú,,M,Centro Histórico,Lima,2025-08-07,9,,
V1157,Perú,,O,Huacachina,Ica,,,,Tren
V1158,Colombia,,O,Miraflores,Lima,,9,2415.58,NA
V1159,Perú,16,F,Huacachina,Ica,2024-09-24,3,,Avión
V1160,México,36,F,Huacachina,Ica,,8,,Barco
V1161,México,,O,Iquitos,Loreto,NA,,,Avión
V1162,Alemania,,O,Miraflores,Lima,,,936.43,Tren
V1163,México,,M,Chan Chan,La Libertad,,2,3655.34,
V1164,Chile,48,,Machu Picchu,Cusco,,,4816.17,NA
V1165,Alemania,,O,Chan Chan,La Libertad,2024-11-29,,2135.34,Barco
V1166,Perú,,,Valle del Colca,Arequipa,NA,,916.8,Barco
V1167,Bolivia,,,Cusco Ciudad,Cusco,NA,,,NA
V1168,Chile,,F,Huacachina,Ica,NA,,2850.15,Avión
V1169,Colombia,,,Centro Histórico,Lima,2025-10-14,4,4114.5,NA
V1170,México,,,Iquitos,Loreto,,8,,Auto
V1171,Alemania,47,,Iquitos,Loreto,2024-01-31,14,,Avión
V1172,Colombia,,,Centro Histórico,Lima,NA,4,3756.65,Tren
V1173,Colombia,,F,Huacachina,Ica,2025-09-22,12,,Avión
V1174,Perú,,,Machu Picchu,Cusco,,8,3921.39,
V1175,Perú,68,,Chan Chan,La Libertad,2024-04-04,,,Bus
V1176,México,19,M,Iquitos,Loreto,NA,5,,Barco
V1177,Alemania,,,Miraflores,Lima,,14,,Avión
V1178,México,,,Miraflores,Lima,,,,Barco
V1179,Ecuador,,F,Cusco Ciudad,Cusco,NA,,,Auto
V1180,Colombia,64,M,Valle del Colca,Arequipa,2024-03-22,,,NA
V1181,Colombia,,,Valle del Colca,Arequipa,NA,9,,Bus
V1182,México,37,O,Valle del Colca,Arequipa,2025-09-14,,,
V1183,Chile,,O,Lago Titicaca,Puno,2024-08-25,,,NA
V1184,Colombia,20,O,Iquitos,Loreto,2025-11-11,,,NA
V1185,Chile,27,,Chan Chan,La Libertad,,3,,Tren
V1186,México,59,O,Lago Titicaca,Puno,2024-01-25,9,,NA
V1187,Colombia,18,M,Miraflores,Lima,,10,3590.68,
V1188,Perú,18,M,Lago Titicaca,Puno,NA,,1114.94,Bus
V1189,Chile,55,O,Valle del Colca,Arequipa,2025-11-15,7,1556.43,Barco
V1190,Perú,,F,Huacachina,Ica,2024-02-22,,,Avión
V1191,USA,,,Lago Titicaca,Puno,2025-11-08,,4990.92,Tren
V1192,México,,O,Miraflores,Lima,NA,,,Barco
V1193,Brasil,,M,Chan Chan,La Libertad,,14,,Auto
V1194,Ecuador,74,M,Lago Titicaca,Puno,,3,4997.68,
V1195,Argentina,,O,Chan Chan,La Libertad,,4,,Bus
V1196,México,,O,Valle del Colca,Arequipa,NA,9,,
V1197,Ecuador,,M,Lago Titicaca,Puno,,,2156.76,Bus
V1198,México,,M,Chan Chan,La Libertad,NA,,,Avión
V1199,México,,O,Iquitos,Loreto,,,2854.52,NA
V1200,Perú,31,O,Centro Histórico,Lima,2024-06-09,2,,
V1201,Ecuador,,O,Centro Histórico,Lima,2025-04-19,14,3630.31,Auto
V1202,Francia,31,F,Chan Chan,La Libertad,2025-11-10,,3863.84,Tren
V1203,Colombia,70,O,Lago Titicaca,Puno,NA,10,4528.0,NA
V1204,Perú,,M,Iquitos,Loreto,NA,6,,
V1205,Perú,21,F,Huacachina,Ica,,8,4641.09,Barco
